"Duration_MLA_B1_IncomeStatement","OrganizationID_MLA_B1_IncomeStatement","ParentOrganizationID_MLA_B1_IncomeStatement","IndustryType_MLA_B1_IncomeStatement","OrgType_MLA_B1_IncomeStatement","TaxStatus_MLA_B1_IncomeStatement","ReportingType_MLA_B1_IncomeStatement","CurrentRating_MLA_B1_IncomeStatement","ReportingYear_MLA_B1_IncomeStatement","ReportingRegion_MLA_B1_IncomeStatement","ReportingLocalRegion_MLA_B1_IncomeStatement","ProfitNonFinancial_Income","InterestReceivable_Income","InterestPayable_Income","NetInterestReceivable_Income","FeesReceivable_Income","ProfitsOnDealing_Income","Other_Income","Total_Income","StaffCosts_Expenditure","FeesPayable_Expenditure","Occupancy_Expenditure","OtherOperatingExpenses_Expenditure","OtherExpenses_Expenditure","Total_Expenditure","OperatingProfit_MLA_B1_IncomeStatement","Provisions_MLA_B1_IncomeStatement","Taxation_MLA_B1_IncomeStatement","MinorityInterests_MLA_B1_IncomeStatement","Profit_MLA_B1_IncomeStatement","Dividends_MLA_B1_IncomeStatement","RetainedProfit_MLA_B1_IncomeStatement"
"12.00","US5687Z","","SOF","INC","C","BOARD","Ba1","2020.00","USA","DE","185656.01","0","0","0","0","371312.03","0","556968.04","0","0","0","0","305717.64","305717.64","251250.4","0","50250.08","5569.68","206570","10328.5","196241.5"
"12.00","US5712Z","","IND","INC","C","BOARD","Ba1","2020.00","USA","DE","2327527.21","0","0","0","0","4655054.42","0","6982581.64","0","0","0","0","5864290.16","5864290.16","1118291.48","0","223658.3","69825.82","964459","48222.95","916236.05"
"12.00","US5713Z","","IND","INC","C","BOARD","Ba1","2020.00","USA","DE","2559267.8","0","0","0","0","5118535.59","0","7677803.39","0","0","0","0","6771258.43","6771258.43","906544.96","0","181308.99","76778.03","802014","40100.7","761913.3"
"12.00","US5714Z","","IND","INC","C","BOARD","Ba1","2020.00","USA","DE","2389546.37","0","0","0","0","4779092.74","0","7168639.12","0","0","0","0","6232712.1","6232712.1","935927.01","0","187185.4","71686.39","820428","41021.4","779406.6"
"12.00","US5889Z","","SOF","INC","C","BOARD","C","2020.00","USA","DE","1339795.55","0","0","0","0","2679591.1","0","4019386.66","0","0","0","0","3193535.24","3193535.24","825851.42","0","165170.28","40193.87","700875","35043.75","665831.25"
"12.00","US5890Z","","SOF","INC","C","BOARD","C","2020.00","USA","DE","1007673.72","0","0","0","0","2015347.44","0","3023021.16","0","0","0","0","1878953.92","1878953.92","1144067.24","0","228813.45","30230.21","945484","47274.2","898209.8"
"12.00","US5900Z","","FIN","INC","C","BOARD","A1","2020.00","USA","DE","3175247.27","0","0","0","0","6350494.54","0","9525741.82","0","0","0","0","9249467.34","9249467.34","276274.48","0","55254.9","95257.42","316277","15813.85","300463.15"
"12.00","US5901Z","","FIN","INC","C","BOARD","A1","2020.00","USA","DE","3319298.76","0","0","0","0","6638597.52","0","9957896.28","0","0","0","0","9316564.98","9316564.98","641331.3","0","128266.26","99578.96","612644","30632.2","582011.8"
"12.00","US5921Z","","IND","INC","C","BOARD","A1","2020.00","USA","DE","1468321.71","0","0","0","0","2936643.41","0","4404965.12","0","0","0","0","3242293.43","3242293.43","1162671.69","0","232534.34","44049.65","974187","48709.35","925477.65"
"12.00","US5961Z","","IND","INC","C","BOARD","C","2020.00","USA","DE","2808681.67","0","0","0","0","5617363.35","0","8426045.02","0","0","0","0","7708864.33","7708864.33","717180.69","0","143436.14","84260.45","658005","32900.25","625104.75"
"12.00","US5982Z","","FIN","INC","C","BOARD","C","2020.00","USA","DE","2843838.69","0","0","0","0","5687677.37","0","8531516.06","0","0","0","0","7910857.51","7910857.51","620658.55","0","124131.71","85315.16","581842","29092.1","552749.9"
"12.00","US6076Z","","SOF","INC","C","BOARD","A1","2020.00","USA","DE","3826591.73","0","0","0","0","7653183.46","0","11479775.19","0","0","0","0","10669549.88","10669549.88","810225.31","0","162045.06","114797.75","762978","38148.9","724829.1"
"12.00","US6077Z","","SOF","INC","C","BOARD","A1","2020.00","USA","DE","2109924.18","0","0","0","0","4219848.36","0","6329772.55","0","0","0","0","5788022.2","5788022.2","541750.34","0","108350.07","63297.73","496698","24834.9","471863.1"
"12.00","US6078Z","","SOF","INC","C","BOARD","A1","2020.00","USA","DE","3751774.89","0","0","0","0","7503549.78","0","11255324.67","0","0","0","0","10383072.48","10383072.48","872252.19","0","174450.44","112553.25","810355","40517.75","769837.25"
"12.00","US6119Z","","IND","INC","C","BOARD","A1","2020.00","USA","DE","1460121.82","0","0","0","0","2920243.64","0","4380365.45","0","0","0","0","3616683.77","3616683.77","763681.68","0","152736.34","43803.65","654749","32737.45","622011.55"
"12.00","US6120Z","","IND","INC","C","BOARD","A1","2020.00","USA","DE","1268807.66","0","0","0","0","2537615.32","0","3806422.99","0","0","0","0","3304393.27","3304393.27","502029.71","0","100405.94","38064.23","439688","21984.4","417703.6"
"12.00","US6121Z","","IND","INC","C","BOARD","A1","2020.00","USA","DE","3643940.66","0","0","0","0","7287881.31","0","10931821.97","0","0","0","0","10577452.25","10577452.25","354369.73","0","70873.95","109318.22","392814","19640.7","373173.3"
"12.00","US6154Z","","IND","INC","C","BOARD","Ba1","2020.00","USA","DE","1724264.55","0","0","0","0","3448529.09","0","5172793.64","0","0","0","0","4436044.81","4436044.81","736748.83","0","147349.77","51727.94","641127","32056.35","609070.65"
"12.00","US6176Z","","SOF","INC","C","BOARD","C","2020.00","USA","DE","1335394.76","0","0","0","0","2670789.53","0","4006184.29","0","0","0","0","3090465.35","3090465.35","915718.95","0","183143.79","40061.84","772637","38631.85","734005.15"
"12.00","US6177Z","","SOF","INC","C","BOARD","C","2020.00","USA","DE","906069.23","0","0","0","0","1812138.47","0","2718207.7","0","0","0","0","2442911.54","2442911.54","275296.15","0","55059.23","27182.08","247419","12370.95","235048.05"
"12.00","US6178Z","","SOF","INC","C","BOARD","C","2020.00","USA","DE","2233829.09","0","0","0","0","4467658.19","0","6701487.28","0","0","0","0","6423790.87","6423790.87","277696.41","0","55539.28","67014.87","289172","14458.6","274713.4"
"12.00","US6190Z","","FIN","INC","C","BOARD","Ba1","2020.00","USA","DE","567822.38","0","0","0","0","1135644.77","0","1703467.15","0","0","0","0","1043839.24","1043839.24","659627.91","0","131925.58","17034.67","544737","27236.85","517500.15"
"12.00","US6203Z","","IND","INC","C","BOARD","C","2020.00","USA","DE","815222.87","0","0","0","0","1630445.74","0","2445668.62","0","0","0","0","2267446.97","2267446.97","178221.64","0","35644.33","24456.69","167034","8351.7","158682.3"
"12.00","US6204Z","","IND","INC","C","BOARD","C","2020.00","USA","DE","1242321.77","0","0","0","0","2484643.53","0","3726965.3","0","0","0","0","3163778.62","3163778.62","563186.68","0","112637.34","37269.65","487819","24390.95","463428.05"
"12.00","US6205Z","","IND","INC","C","BOARD","C","2020.00","USA","DE","2233139.58","0","0","0","0","4466279.15","0","6699418.73","0","0","0","0","6305242.71","6305242.71","394176.02","0","78835.2","66994.19","382335","19116.75","363218.25"
"12.00","US6206Z","","IND","INC","C","BOARD","C","2020.00","USA","DE","3995911.56","0","0","0","0","7991823.11","0","11987734.67","0","0","0","0","11600261.35","11600261.35","387473.32","0","77494.66","119877.35","429856","21492.8","408363.2"
"12.00","US6288Z","","FIN","INC","C","BOARD","A1","2020.00","USA","DE","2333254.07","0","0","0","0","4666508.14","0","6999762.21","0","0","0","0","6680062.99","6680062.99","319699.22","0","63939.84","69997.62","325757","16287.85","309469.15"
"12.00","US6289Z","","FIN","INC","C","BOARD","A1","2020.00","USA","DE","2699623.72","0","0","0","0","5399247.45","0","8098871.17","0","0","0","0","8022665.81","8022665.81","76205.36","0","15241.07","80988.71","141953","7097.65","134855.35"
"12.00","US6407Z","","SOF","INC","C","BOARD","Ba1","2020.00","USA","DE","3484640.27","0","0","0","0","6969280.55","0","10453920.82","0","0","0","0","9849636.08","9849636.08","604284.74","0","120856.95","104539.21","587967","29398.35","558568.65"
"12.00","US6408Z","","SOF","INC","C","BOARD","Ba1","2020.00","USA","DE","2750933.38","0","0","0","0","5501866.77","0","8252800.15","0","0","0","0","7501831.4","7501831.4","750968.75","0","150193.75","82528","683303","34165.15","649137.85"
"12.00","US6765Z","","FIN","INC","C","BOARD","A1","2020.00","USA","DE","4317363.37","0","0","0","0","8634726.75","0","12952090.12","0","0","0","0","12103840","12103840","848250.12","0","169650.02","129520.9","808121","40406.05","767714.95"
"12.00","US6766Z","","FIN","INC","C","BOARD","A1","2020.00","USA","DE","2069394.53","0","0","0","0","4138789.05","0","6208183.58","0","0","0","0","5437012.12","5437012.12","771171.46","0","154234.29","62081.84","679019","33950.95","645068.05"
"12.00","US6911Z","","IND","INC","C","BOARD","C","2020.00","USA","DE","3280836.77","0","0","0","0","6561673.55","0","9842510.32","0","0","0","0","8860546.7","8860546.7","981963.62","0","196392.72","98425.1","883996","44199.8","839796.2"
"12.00","US6912Z","","IND","INC","C","BOARD","C","2020.00","USA","DE","2432008.99","0","0","0","0","4864017.98","0","7296026.97","0","0","0","0","6821632.3","6821632.3","474394.66","0","94878.93","72960.27","452476","22623.8","429852.2"
"12.00","US6913Z","","IND","INC","C","BOARD","C","2020.00","USA","DE","1885489.5","0","0","0","0","3770979","0","5656468.51","0","0","0","0","4796664.36","4796664.36","859804.14","0","171960.83","56564.69","744408","37220.4","707187.6"
"12.00","US6931Z","","IND","INC","C","BOARD","Ba1","2020.00","USA","DE","3137724.13","0","0","0","0","6275448.26","0","9413172.4","0","0","0","0","9146148.3","9146148.3","267024.1","0","53404.82","94131.72","307751","15387.55","292363.45"
"12.00","US6932Z","","IND","INC","C","BOARD","Ba1","2020.00","USA","DE","2953906.98","0","0","0","0","5907813.96","0","8861720.94","0","0","0","0","8074984.96","8074984.96","786735.99","0","157347.2","88617.21","718006","35900.3","682105.7"
"12.00","US6953Z","","IND","INC","C","BOARD","A1","2020.00","USA","DE","2734711.41","0","0","0","0","5469422.83","0","8204134.24","0","0","0","0","8061602.17","8061602.17","142532.07","0","28506.41","82041.34","196067","9803.35","186263.65"
"12.00","US6969Z","","SOF","INC","C","BOARD","C","2020.00","USA","DE","1777051.56","0","0","0","0","3554103.11","0","5331154.67","0","0","0","0","4213827.85","4213827.85","1117326.82","0","223465.36","53311.55","947173","47358.65","899814.35"
"12.00","US6970Z","","SOF","INC","C","BOARD","C","2020.00","USA","DE","1956756.34","0","0","0","0","3913512.69","0","5870269.03","0","0","0","0","5447479.89","5447479.89","422789.14","0","84557.83","58702.69","396934","19846.7","377087.3"
"12.00","US6971Z","","SOF","INC","C","BOARD","C","2020.00","USA","DE","1571206.74","0","0","0","0","3142413.48","0","4713620.22","0","0","0","0","4352304.23","4352304.23","361316","0","72263.2","47136.2","336189","16809.45","319379.55"
"12.00","US6979Z","","SOF","INC","C","BOARD","A1","2020.00","USA","DE","1741511.32","0","0","0","0","3483022.64","0","5224533.96","0","0","0","0","4937906.88","4937906.88","286627.08","0","57325.42","52245.34","281547","14077.35","267469.65"
"12.00","US6981Z","","SOF","INC","C","BOARD","A1","2020.00","USA","DE","2115285.63","0","0","0","0","4230571.26","0","6345856.9","0","0","0","0","6273168.86","6273168.86","72688.04","0","14537.61","63458.57","121609","6080.45","115528.55"
"12.00","US6982Z","","FIN","INC","C","BOARD","Ba1","2020.00","USA","DE","837212.54","0","0","0","0","1674425.08","0","2511637.62","0","0","0","0","1325488.09","1325488.09","1186149.53","0","237229.91","25116.38","974036","48701.8","925334.2"
"12.00","US6990Z","","SOF","INC","C","BOARD","Ba1","2020.00","USA","DE","2162142.11","0","0","0","0","4324284.22","0","6486426.33","0","0","0","0","6059294.16","6059294.16","427132.17","0","85426.43","64864.26","406570","20328.5","386241.5"
"12.00","US6991Z","","SOF","INC","C","BOARD","Ba1","2020.00","USA","DE","1717314.59","0","0","0","0","3434629.18","0","5151943.78","0","0","0","0","4558851.82","4558851.82","593091.95","0","118618.39","51519.44","525993","26299.65","499693.35"
"12.00","US6993Z","","FIN","INC","C","BOARD","C","2020.00","USA","DE","2530197.48","0","0","0","0","5060394.97","0","7590592.45","0","0","0","0","6792271.1","6792271.1","798321.34","0","159664.27","75905.92","714563","35728.15","678834.85"
"12.00","US6994Z","","FIN","INC","C","BOARD","C","2020.00","USA","DE","2399819.55","0","0","0","0","4799639.1","0","7199458.65","0","0","0","0","6519924.38","6519924.38","679534.27","0","135906.85","71994.59","615622","30781.1","584840.9"
"12.00","US6999Z","","SOF","INC","C","BOARD","A1","2020.00","USA","DE","1159416.59","0","0","0","0","2318833.17","0","3478249.76","0","0","0","0","3245751.63","3245751.63","232498.13","0","46499.63","34782.5","220781","11039.05","209741.95"
"12.00","US7000Z","","SOF","INC","C","BOARD","A1","2020.00","USA","DE","2827624.43","0","0","0","0","5655248.85","0","8482873.28","0","0","0","0","7697920.45","7697920.45","784952.83","0","156990.57","84828.73","712791","35639.55","677151.45"
"12.00","US7001Z","","SOF","INC","C","BOARD","A1","2020.00","USA","DE","859280.28","0","0","0","0","1718560.56","0","2577840.84","0","0","0","0","1612356.35","1612356.35","965484.49","0","193096.9","25778.41","798166","39908.3","758257.7"
"12.00","US7002Z","","SOF","INC","C","BOARD","A1","2020.00","USA","DE","2595293.1","0","0","0","0","5190586.21","0","7785879.31","0","0","0","0","7152412.8","7152412.8","633466.51","0","126693.3","77858.79","584632","29231.6","555400.4"
"12.00","US7149Z","","IND","INC","C","BOARD","C","2020.00","USA","DE","585563.13","0","0","0","0","1171126.27","0","1756689.4","0","0","0","0","1386525.52","1386525.52","370163.88","0","74032.78","17566.89","313698","15684.9","298013.1"
"12.00","US7150Z","","IND","INC","C","BOARD","C","2020.00","USA","DE","295735.59","0","0","0","0","591471.18","0","887206.77","0","0","0","0","522899.36","522899.36","364307.42","0","72861.48","8872.07","300318","15015.9","285302.1"
"12.00","US7207Z","","SOF","INC","C","BOARD","Ba1","2020.00","USA","DE","574766.77","0","0","0","0","1149533.53","0","1724300.3","0","0","0","0","1301666.55","1301666.55","422633.75","0","84526.75","17243","355350","17767.5","337582.5"
"12.00","US7208Z","","SOF","INC","C","BOARD","Ba1","2020.00","USA","DE","566296.01","0","0","0","0","1132592.02","0","1698888.03","0","0","0","0","628007.88","628007.88","1070880.15","0","214176.03","16988.88","873693","43684.65","830008.35"
"12.00","US7209Z","","SOF","INC","C","BOARD","Ba1","2020.00","USA","DE","1864735.76","0","0","0","0","3729471.51","0","5594207.27","0","0","0","0","4572837.36","4572837.36","1021369.91","0","204273.98","55942.07","873038","43651.9","829386.1"
"12.00","US7390Z","","IND","INC","C","BOARD","Ba1","2020.00","USA","DE","1928486.69","0","0","0","0","3856973.37","0","5785460.06","0","0","0","0","5071589.56","5071589.56","713870.5","0","142774.1","57854.6","628951","31447.55","597503.45"
"12.00","US7391Z","","IND","INC","C","BOARD","Ba1","2020.00","USA","DE","2002033.55","0","0","0","0","4004067.1","0","6006100.64","0","0","0","0","5747419.4","5747419.4","258681.24","0","51736.25","60061.01","267006","13350.3","253655.7"
"12.00","US7392Z","","SOF","INC","C","BOARD","C","2020.00","USA","DE","1545372.36","0","0","0","0","3090744.71","0","4636117.07","0","0","0","0","4094352.28","4094352.28","541764.79","0","108352.96","46361.17","479773","23988.65","455784.35"
"12.00","US7393Z","","SOF","INC","C","BOARD","C","2020.00","USA","DE","1538011.93","0","0","0","0","3076023.85","0","4614035.78","0","0","0","0","4025474.97","4025474.97","588560.8","0","117712.16","46140.36","516989","25849.45","491139.55"
"12.00","US7394Z","","SOF","INC","C","BOARD","C","2020.00","USA","DE","779261.1","0","0","0","0","1558522.19","0","2337783.29","0","0","0","0","1864011.83","1864011.83","473771.46","0","94754.29","23377.83","402395","20119.75","382275.25"
"12.00","US7395Z","","SOF","INC","C","BOARD","C","2020.00","USA","DE","1063000.99","0","0","0","0","2126001.97","0","3189002.96","0","0","0","0","2222566.75","2222566.75","966436.21","0","193287.24","31890.03","805039","40251.95","764787.05"
"12.00","US7416Z","","FIN","INC","C","BOARD","C","2020.00","USA","DE","839110.03","0","0","0","0","1678220.07","0","2517330.1","0","0","0","0","1576787.98","1576787.98","940542.12","0","188108.42","25173.3","777607","38880.35","738726.65"
"12.00","US7453Z","","IND","INC","C","BOARD","A1","2020.00","USA","DE","2807224.51","0","0","0","0","5614449.02","0","8421673.53","0","0","0","0","7617739.45","7617739.45","803934.08","0","160786.82","84216.74","727364","36368.2","690995.8"
"12.00","US7454Z","","IND","INC","C","BOARD","A1","2020.00","USA","DE","934080.07","0","0","0","0","1868160.13","0","2802240.2","0","0","0","0","1982069.45","1982069.45","820170.75","0","164034.15","28022.4","684159","34207.95","649951.05"
"12.00","US7455Z","","IND","INC","C","BOARD","A1","2020.00","USA","DE","2913193.69","0","0","0","0","5826387.37","0","8739581.06","0","0","0","0","8304203.32","8304203.32","435377.74","0","87075.55","87395.81","435698","21784.9","413913.1"
"12.00","US7489Z","","FIN","INC","C","BOARD","Ba1","2020.00","USA","DE","2868251.51","0","0","0","0","5736503.03","0","8604754.54","0","0","0","0","7555843.97","7555843.97","1048910.57","0","209782.11","86047.55","925176","46258.8","878917.2"
"12.00","US7630Z","","SOF","INC","C","BOARD","A1","2020.00","USA","DE","1565898.56","0","0","0","0","3131797.13","0","4697695.69","0","0","0","0","4202069.39","4202069.39","495626.3","0","99125.26","46976.96","443478","22173.9","421304.1"
"12.00","US7631Z","","SOF","INC","C","BOARD","A1","2020.00","USA","DE","1317479.21","0","0","0","0","2634958.42","0","3952437.63","0","0","0","0","3741283.1","3741283.1","211154.53","0","42230.91","39524.38","208448","10422.4","198025.6"
"12.00","US7720Z","","SOF","INC","C","BOARD","Ba1","2020.00","USA","DE","2583370.12","0","0","0","0","5166740.24","0","7750110.36","0","0","0","0","7545314.24","7545314.24","204796.12","0","40959.22","77501.1","241338","12066.9","229271.1"
"12.00","US7721Z","","SOF","INC","C","BOARD","Ba1","2020.00","USA","DE","1697550.07","0","0","0","0","3395100.14","0","5092650.22","0","0","0","0","4061075.85","4061075.85","1031574.37","0","206314.87","50926.5","876186","43809.3","832376.7"
"12.00","US7722Z","","SOF","INC","C","BOARD","Ba1","2020.00","USA","DE","588268.44","0","0","0","0","1176536.88","0","1764805.33","0","0","0","0","610575.39","610575.39","1154229.93","0","230845.99","17648.05","941032","47051.6","893980.4"
"12.00","US7723Z","","SOF","INC","C","BOARD","Ba1","2020.00","USA","DE","2107149.68","0","0","0","0","4214299.35","0","6321449.03","0","0","0","0","5787942.15","5787942.15","533506.89","0","106701.38","63214.49","490020","24501","465519"
"12.00","US7850Z","","IND","INC","C","BOARD","A1","2020.00","USA","DE","2923225.41","0","0","0","0","5846450.83","0","8769676.24","0","0","0","0","8678393.44","8678393.44","91282.8","0","18256.56","87696.76","160723","8036.15","152686.85"
"12.00","US7852Z","","IND","INC","C","BOARD","A1","2020.00","USA","DE","1886916.42","0","0","0","0","3773832.84","0","5660749.26","0","0","0","0","4851947.38","4851947.38","808801.88","0","161760.38","56607.49","703649","35182.45","668466.55"
"12.00","US7945Z","","FIN","INC","C","BOARD","C","2020.00","USA","DE","792415.33","0","0","0","0","1584830.66","0","2377246","0","0","0","0","1990214.07","1990214.07","387031.93","0","77406.39","23772.46","333398","16669.9","316728.1"
"12.00","US7946Z","","FIN","INC","C","BOARD","C","2020.00","USA","DE","1574378.75","0","0","0","0","3148757.51","0","4723136.26","0","0","0","0","3620455.47","3620455.47","1102680.8","0","220536.16","47231.36","929376","46468.8","882907.2"
"12.00","US7947Z","","FIN","INC","C","BOARD","C","2020.00","USA","DE","2036956.41","0","0","0","0","4073912.82","0","6110869.23","0","0","0","0","5711331.35","5711331.35","399537.88","0","79907.58","61108.69","380739","19036.95","361702.05"
"12.00","US7985Z","","SOF","INC","C","BOARD","C","2020.00","USA","DE","2911344.95","0","0","0","0","5822689.9","0","8734034.85","0","0","0","0","8043421.54","8043421.54","690613.31","0","138122.66","87340.35","639831","31991.55","607839.45"
"12.00","US7989Z","","IND","INC","C","BOARD","Ba1","2020.00","USA","DE","268784.17","0","0","0","0","537568.35","0","806352.52","0","0","0","0","491325.68","491325.68","315026.84","0","63005.37","8063.53","260085","13004.25","247080.75"
"12.00","US3516Z","","SOF","LLC","C","BOARD","A1","2017.00","USA","DE","1826713.12","0","0","0","0","3653426.25","0","5480139.37","0","0","0","0","5176902.36","5176902.36","303237.01","0","60647.4","54801.39","297391","14869.55","282521.45"
"12.00","US3517Z","","SOF","LLC","C","BOARD","A1","2017.00","USA","DE","5368005.6","0","0","0","0","10736011.2","0","16104016.8","0","0","0","0","16038227.01","16038227.01","65789.79","0","13157.96","161040.17","213672","10683.6","202988.4"
"12.00","US3646Z","","FIN","LLC","C","BOARD","A1","2017.00","USA","DE","1650260.18","0","0","0","0","3300520.37","0","4950780.55","0","0","0","0","4524507.81","4524507.81","426272.74","0","85254.55","49507.81","390526","19526.3","370999.7"
"12.00","US3647Z","","FIN","LLC","C","BOARD","A1","2017.00","USA","DE","4142351.03","0","0","0","0","8284702.05","0","12427053.08","0","0","0","0","11829973.74","11829973.74","597079.34","0","119415.87","124270.53","601934","30096.7","571837.3"
"12.00","US3648Z","","FIN","LLC","C","BOARD","A1","2017.00","USA","DE","2173115.69","0","0","0","0","4346231.39","0","6519347.08","0","0","0","0","5438042.67","5438042.67","1081304.41","0","216260.88","65193.47","930237","46511.85","883725.15"
"12.00","US3716Z","","FIN","LLC","C","BOARD","C","2017.00","USA","DE","774149.3","0","0","0","0","1548298.61","0","2322447.91","0","0","0","0","2146826.01","2146826.01","175621.9","0","35124.38","23224.48","163722","8186.1","155535.9"
"12.00","US3649Z","","FIN","LLC","C","BOARD","A1","2017.00","USA","DE","2979315.44","0","0","0","0","5958630.88","0","8937946.32","0","0","0","0","8282565.65","8282565.65","655380.67","0","131076.13","89379.46","613684","30684.2","582999.8"
"12.00","US3717Z","","FIN","LLC","C","BOARD","C","2017.00","USA","DE","2709448.39","0","0","0","0","5418896.77","0","8128345.16","0","0","0","0","7664646.97","7664646.97","463698.19","0","92739.64","81283.45","452242","22612.1","429629.9"
"12.00","US3718Z","","FIN","LLC","C","BOARD","C","2017.00","USA","DE","3370609.55","0","0","0","0","6741219.09","0","10111828.64","0","0","0","0","9603219","9603219","508609.64","0","101721.93","101118.29","508006","25400.3","482605.7"
"12.00","US3746Z","","SOF","LLC","C","BOARD","Ba1","2017.00","USA","DE","1235705.34","0","0","0","0","2471410.68","0","3707116.02","0","0","0","0","3127626.22","3127626.22","579489.8","0","115897.96","37071.16","500663","25033.15","475629.85"
"12.00","US3748Z","","SOF","LLC","C","BOARD","Ba1","2017.00","USA","DE","1780924.8","0","0","0","0","3561849.61","0","5342774.41","0","0","0","0","4254765.34","4254765.34","1088009.07","0","217601.81","53427.74","923835","46191.75","877643.25"
"12.00","US3749Z","","SOF","LLC","C","BOARD","Ba1","2017.00","USA","DE","349319.24","0","0","0","0","698638.48","0","1047957.72","0","0","0","0","676159.69","676159.69","371798.03","0","74359.61","10479.58","307918","15395.9","292522.1"
"12.00","US3885Z","","IND","LLC","C","BOARD","A1","2017.00","USA","DE","3331328.2","0","0","0","0","6662656.4","0","9993984.6","0","0","0","0","9717894.41","9717894.41","276090.19","0","55218.04","99939.85","320812","16040.6","304771.4"
"12.00","US3886Z","","IND","LLC","C","BOARD","A1","2017.00","USA","DE","879040.43","0","0","0","0","1758080.86","0","2637121.29","0","0","0","0","2426901.56","2426901.56","210219.73","0","42043.95","26371.21","194547","9727.35","184819.65"
"12.00","US3887Z","","IND","LLC","C","BOARD","A1","2017.00","USA","DE","2327786.09","0","0","0","0","4655572.19","0","6983358.28","0","0","0","0","6739476.51","6739476.51","243881.77","0","48776.35","69833.58","264939","13246.95","251692.05"
"12.00","US3942Z","","IND","LLC","C","BOARD","C","2017.00","USA","DE","2174318.01","0","0","0","0","4348636.03","0","6522954.04","0","0","0","0","6171378.47","6171378.47","351575.57","0","70315.11","65229.54","346490","17324.5","329165.5"
"12.00","US3943Z","","IND","LLC","C","BOARD","C","2017.00","USA","DE","4586327.54","0","0","0","0","9172655.07","0","13758982.61","0","0","0","0","12731516.14","12731516.14","1027466.47","0","205493.29","137589.83","959563","47978.15","911584.85"
"12.00","US3956Z","","FIN","LLC","C","BOARD","Ba1","2017.00","USA","DE","449107.02","0","0","0","0","898214.05","0","1347321.07","0","0","0","0","588935.08","588935.08","758385.99","0","151677.2","13473.21","620182","31009.1","589172.9"
"12.00","US3984Z","","SOF","LLC","C","BOARD","C","2017.00","USA","DE","717437.54","0","0","0","0","1434875.07","0","2152312.61","0","0","0","0","1274362.77","1274362.77","877949.84","0","175589.97","21523.13","723883","36194.15","687688.85"
"12.00","US3992Z","","IND","LLC","C","BOARD","Ba1","2017.00","USA","DE","1665382.43","0","0","0","0","3330764.85","0","4996147.28","0","0","0","0","4845531.62","4845531.62","150615.66","0","30123.13","49961.47","170454","8522.7","161931.3"
"12.00","US4208Z","","FIN","LLC","C","BOARD","C","2017.00","USA","DE","1769779.06","0","0","0","0","3539558.12","0","5309337.18","0","0","0","0","5071878.9","5071878.9","237458.29","0","47491.66","53093.37","243060","12153","230907"
"12.00","US4209Z","","FIN","LLC","C","BOARD","C","2017.00","USA","DE","850739.32","0","0","0","0","1701478.65","0","2552217.97","0","0","0","0","2359354.44","2359354.44","192863.53","0","38572.71","25522.18","179813","8990.65","170822.35"
"12.00","US4210Z","","FIN","LLC","C","BOARD","C","2017.00","USA","DE","1770644.12","0","0","0","0","3541288.24","0","5311932.36","0","0","0","0","4332125.27","4332125.27","979807.1","0","195961.42","53119.32","836965","41848.25","795116.75"
"12.00","US4211Z","","FIN","LLC","C","BOARD","C","2017.00","USA","DE","1106380.74","0","0","0","0","2212761.47","0","3319142.21","0","0","0","0","2534150.24","2534150.24","784991.97","0","156998.39","33191.42","661185","33059.25","628125.75"
"12.00","US4212Z","","FIN","LLC","C","BOARD","C","2017.00","USA","DE","1259369.82","0","0","0","0","2518739.63","0","3778109.45","0","0","0","0","2732800.82","2732800.82","1045308.63","0","209061.73","37781.09","874028","43701.4","830326.6"
"12.00","US4213Z","","FIN","LLC","C","BOARD","C","2017.00","USA","DE","1023682.58","0","0","0","0","2047365.17","0","3071047.75","0","0","0","0","2053743.35","2053743.35","1017304.4","0","203460.88","30710.48","844554","42227.7","802326.3"
"12.00","US4251Z","","IND","LLC","C","BOARD","A1","2017.00","USA","DE","2282084.53","0","0","0","0","4564169.06","0","6846253.59","0","0","0","0","6086201.76","6086201.76","760051.83","0","152010.37","68462.54","676504","33825.2","642678.8"
"12.00","US4252Z","","IND","LLC","C","BOARD","A1","2017.00","USA","DE","3185467.26","0","0","0","0","6370934.51","0","9556401.77","0","0","0","0","8452839.29","8452839.29","1103562.48","0","220712.5","95564.02","978414","48920.7","929493.3"
"12.00","US4260Z","","FIN","LLC","C","BOARD","Ba1","2017.00","USA","DE","3394323.09","0","0","0","0","6788646.18","0","10182969.26","0","0","0","0","9130855.13","9130855.13","1052114.13","0","210422.83","101829.69","943521","47176.05","896344.95"
"12.00","US4261Z","","FIN","LLC","C","BOARD","Ba1","2017.00","USA","DE","2597149.35","0","0","0","0","5194298.7","0","7791448.05","0","0","0","0","7748017.4","7748017.4","43430.65","0","8686.13","77914.48","112659","5632.95","107026.05"
"12.00","US4262Z","","FIN","LLC","C","BOARD","Ba1","2017.00","USA","DE","3593718.41","0","0","0","0","7187436.82","0","10781155.22","0","0","0","0","10555409.66","10555409.66","225745.56","0","45149.11","107811.55","288408","14420.4","273987.6"
"12.00","US4329Z","","SOF","LLC","C","BOARD","A1","2017.00","USA","DE","213921.97","0","0","0","0","427843.93","0","641765.9","0","0","0","0","34666.72","34666.72","607099.18","0","121419.84","6417.66","492097","24604.85","467492.15"
