IndustryType_MLA_B1_IncomeStatement,OrgType_MLA_B1_IncomeStatement,CurrentRating_MLA_B1_IncomeStatement,ReportingYear_MLA_B1_IncomeStatement,ReportingRegion_MLA_B1_IncomeStatement,ReportingLocalRegion_MLA_B1_IncomeStatement,ProfitNonFinancial_Income,ProfitsOnDealing_Income,Total_Income,OtherExpenses_Expenditure,Total_Expenditure,OperatingProfit_MLA_B1_IncomeStatement,Taxation_MLA_B1_IncomeStatement,MinorityInterests_MLA_B1_IncomeStatement,Profit_MLA_B1_IncomeStatement,Dividends_MLA_B1_IncomeStatement,RetainedProfit_MLA_B1_IncomeStatement
IND,INC,C,2017,USA,DE,114220,423614,10861371,6819073,11434358,30116,194502.41,8608.98,928851,35885.88,780786
SOF,INC,Ba1,2018,USA,DE,951213,6669643,10046905,1775372,2208748,194385,83778.34,44485.35,952914,21388.84,938824
SOF,INC,C,2018,USA,DE,847491,9316068,351852,8028857,3069972,974158,201205.36,28691.11,709812,5088.91,456353
SOF,LLC,Ba1,2017,USA,DE,168356,4634779,13096812,4558564,10610684,580088,187957.62,6924.77,908790,17249.22,931065
IND,INC,Ba1,2018,USA,DE,1730690,1067661,2787484,3020492,9289230,139028,83390.98,46506.91,861396,27446.59,382392
FIN,LLC,A1,2017,USA,DE,1152850,3416795,10680531,2483585,8427395,54643,172090.54,55470.42,904286,29918.68,358186
IND,INC,Ba1,2020,USA,DE,525451,1156439,11940964,2952166,10111071,972415,99575.4,35078.94,916232,5814.9,266319
IND,LLC,Ba1,2017,USA,DE,165581,818690,5983156,12530379,10638103,738205,201875.83,37845.57,402144,11958.23,667616
FIN,INC,C,2017,USA,DE,764271,2104587,7964895,400381,12595402,393101,106547.32,84955.96,963988,31852.94,362600
IND,INC,Ba1,2020,USA,DE,435364,2954498,4331028,183911,10712511,542877,47314.91,8135.69,181757,18475.48,882321
IND,INC,A1,2017,USA,DE,258423,2938732,8495415,59582,8619188,1142034,234739.42,33285.4,975095,49712.94,948692
IND,LLC,A1,2017,USA,DE,429129,631486,8420438,946984,10882985,452295,102090.2,13541.34,642558,17871.8,266365
SOF,LLC,A1,2017,USA,DE,2213743,1986515,11126670,4578917,4906307,990681,90009.7,5844.32,995225,11880.05,117599
FIN,INC,C,2017,USA,DE,4666699,3335697,5474072,811094,944563,829049,180470.45,91161.93,961637,15421.09,881055
IND,LLC,Ba1,2018,USA,DE,4739320,2635785,6945968,15317568,8974218,310400,173490.96,20063.82,979251,7261.75,109324
SOF,LLC,C,2020,USA,DE,415914,1778057,3889652,7165110,7355676,784268,225139.09,22122.63,998804,5435.19,793088
IND,LLC,A1,2018,USA,DE,344315,1623067,6852999,15049596,8259467,1028999,222809.79,40740.94,788321,6433.25,724116
SOF,LLC,C,2017,USA,DE,142896,190663,7111230,6802381,3251153,25941,18510.93,64339.55,171213,5634.67,610153
IND,INC,A1,2020,USA,DE,962262,2102492,5911418,5587410,13569151,319509,166784.42,14534.65,993097,18571.14,885281
SOF,INC,C,2018,USA,DE,955696,3516968,6995242,531652,12274463,916898,181516.62,105562.13,505544,41596.85,550903
SOF,LLC,Ba1,2018,USA,DE,1721753,1793452,1900865,5340837,11904247,701543,63052.51,44511.43,477603,6485.93,804782
IND,INC,C,2019,USA,DE,104702,468079,4037017,2281094,10777953,679636,18835.71,5652.51,889511,7284.92,890491
SOF,LLC,Ba1,2019,USA,DE,1238900,1512548,5963509,406391,16243544,583666,126452.81,33350.36,998033,31521.56,334211
IND,INC,A1,2020,USA,DE,1079695,2958221,1822981,1250737,2461170,458794,228413.47,49663.19,625060,43330.63,912991
SOF,INC,Ba1,2017,USA,DE,272984,4305549,8752176,1605657,4357680,118168,226214.89,83575.7,965683,23727.25,717334
FIN,INC,Ba1,2019,USA,DE,168404,628417,4411025,29652,5484901,69711,154327.43,96872.49,968327,22822.47,382637
FIN,INC,Ba1,2017,USA,DE,217728,1951942,6335697,3908717,7108396,254026,154163.65,11177.95,996150,17887.05,131171
IND,LLC,A1,2017,USA,DE,637896,1328976,6175234,5547713,5102705,575148,87380.47,50829.76,564440,42360.22,202961
FIN,LLC,Ba1,2018,USA,DE,3381049,5328045,15416568,10360796,3531258,634803,46654.63,58045.86,151003,33882.16,445903
FIN,INC,C,2017,USA,DE,192385,4499957,7270221,12284477,157535,199639,193148.21,164511.58,909068,6082.13,103577
IND,LLC,A1,2017,USA,DE,3167665,1834778,15062309,4595824,6642096,880934,237083.55,11415.13,875975,41892.31,827711
SOF,LLC,A1,2018,USA,DE,771796,1356026,5268453,131276,6917677,745660,183356.94,25658.81,456058,25263.68,871297
IND,LLC,C,2017,USA,DE,1220002,1179172,4886877,10268152,3659026,1007191,100118.07,76785.84,195331,5728.32,189277
IND,INC,A1,2017,USA,DE,525791,871541,420122,3253007,5430604,1013451,233205.27,40044.57,577193,9076.57,836822
SOF,LLC,A1,2017,USA,DE,3089402,1603584,1585299,8930245,9831276,601684,187925.74,34178.86,219942,27512.5,903840
SOF,INC,C,2017,USA,DE,2255066,1401752,7516080,4529655,7571342,641917,222945.08,6861.19,926074,33749.26,335564
IND,INC,C,2018,USA,DE,618026,3296398,5079605,5963227,11645279,375716,236382.71,13716.91,761688,5976.91,941970
FIN,LLC,C,2018,USA,DE,711308,3229780,5477025,107719,7458919,31460,165884.65,54876.78,998975,5118.5,421214
SOF,INC,C,2017,USA,DE,144901,2417799,6367271,1183112,3704207,646769,13829.27,9717.31,981223,16634.24,657252
IND,LLC,A1,2017,USA,DE,538826,844879,10460866,11595923,9064517,378996,149042.67,11264.33,675485,40815.12,948051
SOF,INC,A1,2017,USA,DE,2166672,2495728,1887859,5899195,8263986,105652,67312.37,14393.03,288379,21433.53,299152
FIN,INC,Ba1,2020,USA,DE,1639766,5684710,5464170,11505875,5470088,888241,186604.4,63486.47,543264,23026.12,326965
IND,INC,C,2017,USA,DE,413498,410708,605332,3621834,1412158,791763,140017.56,67042.22,784695,5128.9,631336
SOF,INC,A1,2018,USA,DE,4240009,2057523,1100665,3465514,6012318,195552,151644.43,26526.65,949046,43136.22,947134
SOF,LLC,C,2017,USA,DE,1381122,451243,7526324,3709233,7609192,400854,166083.35,40864.77,970254,5430.45,910594
SOF,INC,Ba1,2017,USA,DE,2558097,230375,12540840,5790178,11879347,357594,161618.63,15634.64,990579,5877.43,287057
IND,LLC,C,2020,USA,DE,112235,2464158,7373130,7231902,16301844,897341,111738.96,26214.76,760709,10988.64,859019
FIN,INC,Ba1,2018,USA,DE,2579411,2560512,8426651,4159429,7807104,25631,65174.41,8704.92,667876,8844.12,945925
FIN,LLC,A1,2018,USA,DE,270551,2991695,5190965,1351238,11025909,124713,175385.48,15195.58,105732,12657.69,776165
IND,LLC,A1,2017,USA,DE,2306483,1404751,8052747,5004077,12761097,576805,203348.71,61790.19,392868,33464.96,287053
IND,INC,A1,2018,USA,DE,327163,1973036,9971102,7231624,5122210,189536,10566.14,55706.63,828739,6245.58,842702
SOF,INC,A1,2017,USA,DE,1533798,1278438,7605627,3266798,10622734,181456,239535.46,38474.47,724163,5242.14,921285
SOF,INC,Ba1,2018,USA,DE,951857,1047386,927404,1729730,16304098,626164,192438.13,3579.78,484964,9456.06,898200
SOF,INC,A1,2017,USA,DE,144702,1552076,11115542,7751689,1661355,1031929,93233.47,12676.49,991589,17588.35,287652
SOF,INC,C,2017,USA,DE,3207604,5841627,339771,8078311,8258988,523912,203770.22,71671.59,998437,7079.49,408926
FIN,INC,Ba1,2017,USA,DE,536740,3316985,11125248,3582055,12582885,477107,241796.28,43624.03,871007,20798.59,776934
FIN,INC,A1,2020,USA,DE,98826,1459518,13451165,7877287,10228289,275940,232041.93,92456.96,983567,5135.75,122220
IND,INC,A1,2018,USA,DE,601786,3669585,418462,666910,1397238,1094662,229462.07,15909.8,961539,13404.81,859989
FIN,LLC,Ba1,2020,USA,DE,151067,3709466,6680678,174686,9377916,126025,160584.5,76282.6,700541,22920.39,921157
FIN,LLC,A1,2017,USA,DE,131925,1076402,4916552,7789072,9069657,565032,13261.61,3378.88,722181,8505.42,835246
FIN,INC,Ba1,2018,USA,DE,425707,4638925,739611,174925,4387896,1052036,243775.18,8000.02,931542,42737.72,813800
FIN,INC,C,2019,USA,DE,1833086,2485669,5988084,4867406,6375899,863429,172055.21,29746.7,997308,8386.81,848607
SOF,LLC,Ba1,2018,USA,DE,409513,1458634,6495949,12427943,3383599,135220,225252.42,48677.05,699850,10557.41,907113
SOF,INC,A1,2017,USA,DE,349308,1205708,3790229,7368591,6487084,404651,187352.14,14935.27,745639,16479.77,930588
FIN,INC,Ba1,2020,USA,DE,221687,4054086,5197470,18556,8442489,39480,34137.74,25223.35,963602,5983.07,616948
IND,LLC,A1,2017,USA,DE,160425,620148,11124744,693248,6392167,1037999,217761.91,7533.98,610980,49321.81,807591
IND,INC,C,2017,USA,DE,477831,223505,7788492,7588252,6200581,813581,14575.98,6332.57,315570,9041.14,119461
IND,LLC,A1,2019,USA,DE,672395,2348824,5544764,4364071,12105451,761952,241132.09,35098.88,943015,8721.42,258541
SOF,INC,Ba1,2020,USA,DE,163471,1826128,3601870,604236,12284050,1036908,144511.22,20052.55,902438,6370.83,212568
IND,INC,A1,2019,USA,DE,3545967,3908415,2473505,16304919,1459678,471983,183585.85,75315.26,920042,22667.24,630657
FIN,INC,A1,2017,USA,DE,991327,222122,5600150,8598694,12418418,864922,165596.07,104817.46,442119,6065.47,215506
IND,INC,C,2020,USA,DE,342338,3967285,9963108,1984380,1843081,825819,86431.32,50566.46,272294,40280.69,397576
FIN,LLC,Ba1,2017,USA,DE,724985,1133219,9115750,7798869,15993168,334592,165207.09,8844.77,768241,47864.23,729011
IND,LLC,A1,2017,USA,DE,1017401,209020,10235583,1699810,10312991,944663,239976.26,80490.51,983457,12681.55,353428
FIN,LLC,A1,2017,USA,DE,2646912,5996208,3887825,9197443,4403655,163117,9995.54,38294.76,341595,17752.86,466206
FIN,INC,A1,2017,USA,DE,1248445,1780909,6735970,6719458,6242063,838970,117129.14,90326.55,998264,5500.52,939103
IND,INC,A1,2018,USA,DE,2269321,1165970,7109478,6361595,1048375,390167,25682.66,66031.43,668091,11874.12,372543
FIN,INC,C,2017,USA,DE,1151749,2852162,5677774,6758400,12182756,498008,65866.68,29966.26,916965,45798.58,745015
FIN,INC,A1,2018,USA,DE,1625392,611366,2675062,1468340,9420693,909575,178463.35,69500.55,986681,17825.35,942685
FIN,LLC,Ba1,2017,USA,DE,1397224,3325398,10724398,46515,3063274,877413,116890.57,68807.19,603222,22810.03,344280
SOF,INC,Ba1,2017,USA,DE,2360898,316030,5247940,670111,4031641,309238,158105.89,95125.08,972742,5100.81,171438
SOF,INC,Ba1,2017,USA,DE,1810409,217903,7382767,7685055,3623317,242813,173719.05,8928.47,981493,5101.04,815058
SOF,INC,C,2017,USA,DE,269984,2102336,1948425,13650797,8714303,1128576,242216.6,29245.37,871641,5404.5,561556
SOF,LLC,C,2017,USA,DE,2530542,1036829,13223286,9441194,7238265,29688,8255.51,23385.15,112922,6682.19,119275
FIN,LLC,Ba1,2017,USA,DE,3552816,8646011,5889526,8984793,3603437,1019423,137202.5,39852.86,985210,33573.11,948735
FIN,INC,A1,2017,USA,DE,389137,5146191,4731949,703295,6267026,1075186,206458.08,108889.46,987444,49765.76,699542
IND,INC,A1,2019,USA,DE,1783636,1542410,1619200,20013,10517326,793452,130683.84,55461.2,917899,5577.23,720513
SOF,LLC,C,2020,USA,DE,386921,761337,12940503,4854551,1715748,503827,124296.06,26004.91,670286,16121.84,870005
FIN,LLC,A1,2017,USA,DE,2196804,277293,7917793,15352170,16304354,589815,73204.03,11987.54,896015,29404.39,690429
SOF,INC,C,2020,USA,DE,2147698,8001368,5326243,2166049,10135140,34743,108252.86,67808.9,961051,5783.79,838172
FIN,INC,Ba1,2019,USA,DE,408381,3547903,374901,7888421,2938380,350666,237583.44,13576.35,963998,30541.08,542772
IND,LLC,A1,2020,USA,DE,111668,431483,7785013,7771841,6270447,516793,217660.54,78649.65,981611,38376.21,909494
FIN,INC,Ba1,2017,USA,DE,1517553,2172117,2409641,10716015,10626865,204659,208310.71,28410.21,842447,12825.26,567000
IND,INC,A1,2018,USA,DE,939235,7159221,3168717,5922845,6926101,335977,98009.03,84269.59,875712,5101.84,790423
IND,LLC,C,2017,USA,DE,692327,337442,4801604,9957557,8466968,158912,221236.71,20761.24,963935,5109.7,492029
SOF,INC,C,2018,USA,DE,459705,2029478,13057315,512283,10915693,933076,242067.6,36433.63,765223,12184.57,452305
SOF,LLC,C,2020,USA,DE,2228535,502688,5721221,29453,7770766,209831,9249.1,30256.8,324544,27107.71,917232
SOF,INC,A1,2020,USA,DE,96973,3396174,9996001,3918104,8249253,1035916,51965.55,50315,956615,32725.4,927520
FIN,LLC,Ba1,2020,USA,DE,1069957,1362312,1520587,4546734,4457152,716057,157525.03,28502.74,855359,25852.1,924777
FIN,INC,C,2018,USA,DE,992220,267591,6264693,1280427,1955461,334780,88677.01,13461.85,918380,27555.36,660847
SOF,INC,A1,2020,USA,DE,642178,236032,6721753,1062584,3190288,614048,56990.47,24899.95,768096,24539.36,178697
IND,LLC,A1,2017,USA,DE,1195721,4093666,7120231,8694097,2821359,1149148,236747.57,49258.03,872294,48128.9,929977
SOF,INC,A1,2017,USA,DE,1108228,5834653,10329773,1368605,7155957,526276,132070.98,102398.28,896636,12702,913649
IND,LLC,Ba1,2018,USA,DE,438578,1916736,4551958,1754692,8011915,644188,99155.32,54096.91,732290,5891.91,782561
SOF,INC,A1,2017,USA,DE,1292179,4164414,9449459,3918405,10013516,802431,127771.93,54169.74,957175,5240.22,400776
IND,INC,C,2018,USA,DE,2169211,2989829,2669012,7154381,7718022,733549,30745.56,142979.31,924060,23966.84,316360
FIN,INC,A1,2018,USA,DE,3311534,5841522,1492248,2242299,7624869,680304,198435.31,8605.29,982480,6440.53,514867
IND,INC,A1,2020,USA,DE,1351045,363105,5230935,877199,2024924,311125,51820.33,22268.5,775949,47849.67,568093
FIN,INC,A1,2018,USA,DE,712283,2930188,5073555,3572042,5454126,426315,243938.81,11949.15,966782,26399.99,902289
IND,INC,A1,2017,USA,DE,2416808,464014,9556948,27594,11904565,661990,140258.52,104516.37,434032,12036.98,875159
FIN,INC,C,2017,USA,DE,2224294,2353900,4183684,5141246,3531424,694184,103391.66,4784.77,941252,17535.36,657230
SOF,LLC,Ba1,2018,USA,DE,445400,5872174,3629499,14891966,2647551,808410,172565.52,24718.79,999066,44762.37,845195
FIN,INC,A1,2017,USA,DE,116380,7243498,2639030,8651712,7839683,858189,168581.54,71390.01,837291,44385.61,780528
IND,LLC,A1,2020,USA,DE,236107,220545,1138515,372885,8231853,170929,109005.25,17256.61,893985,35894.15,580622
FIN,INC,C,2017,USA,DE,1469738,5510062,2806344,134158,3367271,934329,97556.58,60829.84,955876,7422.82,947075
FIN,INC,C,2017,USA,DE,108185,1189460,6403696,2786588,16266813,705254,113798.27,23450.67,602829,17300.02,123269
FIN,INC,Ba1,2020,USA,DE,359148,5494944,6565128,291807,10833767,357891,230623.08,57423.48,980979,32988.73,503381
IND,LLC,Ba1,2017,USA,DE,4023279,2324375,12530614,2716994,4928911,598096,196515.21,111042.38,990156,5167.52,947253
IND,LLC,A1,2017,USA,DE,1276589,6122818,3503168,1649589,7771001,701249,110099.84,5802.03,991415,17856.71,911821
FIN,LLC,Ba1,2018,USA,DE,392836,419160,4862754,4194220,288112,509385,19163.93,5033.06,997518,39592.09,119882
FIN,LLC,Ba1,2018,USA,DE,155079,3664331,4413499,6488867,11049193,285364,215415.38,17593.55,957120,38396.95,215676
IND,INC,A1,2017,USA,DE,1466664,446411,5409713,4573545,5297632,252745,199668.35,118692.22,997463,6402.6,124318
FIN,LLC,Ba1,2017,USA,DE,528432,554479,5552081,7561085,12205615,1158758,27687.39,17914.08,967230,37703.36,108641
SOF,INC,A1,2018,USA,DE,412897,5537112,6065108,6909640,10269967,233894,60639.57,4289.41,705979,22497.15,892710
FIN,LLC,Ba1,2018,USA,DE,2122290,1076234,8789497,605952,11363790,613278,154189.75,14158.77,995831,5118.68,864234
SOF,LLC,A1,2017,USA,DE,543069,3585352,13749560,4193880,11066675,30932,66230.55,33060.37,813833,10176.68,909953
IND,LLC,Ba1,2017,USA,DE,95358,504693,5915850,6703905,6185117,1126001,173618.31,63023.62,411220,15879.32,735323
SOF,LLC,A1,2017,USA,DE,445275,1419078,2136609,5322123,6309888,494312,194158.77,8182.68,895091,20042.6,551302
FIN,INC,C,2018,USA,DE,1596414,6992605,1708905,9242721,661258,179644,231846.1,89009.47,974447,22293.71,314448
FIN,INC,Ba1,2019,USA,DE,1619960,6981352,1395557,15263606,9509531,1205880,239376.6,4951.48,746800,41083.49,941484
SOF,INC,A1,2018,USA,DE,448834,225099,10598047,106466,11887579,522829,62823.58,50593.84,755152,7538.94,550024
SOF,INC,Ba1,2017,USA,DE,116351,1170333,6437439,175566,12546535,850996,52069.97,80947.37,973720,7523.45,865250
FIN,INC,Ba1,2018,USA,DE,547252,1663480,2448478,10132193,49777,1150034,142613.77,42496.53,837174,5755.74,154419
SOF,LLC,A1,2017,USA,DE,268471,2424131,2793723,5293317,4681363,298958,20604.46,37047.94,984369,13725.53,857286
IND,INC,A1,2017,USA,DE,1836399,1686623,1138294,2824938,16035776,706442,194954.04,6543.44,992427,39259.9,546816
IND,INC,A1,2018,USA,DE,806138,1611895,4026792,863613,6126252,315376,127761.25,53497.29,828416,8522.14,541099
IND,LLC,A1,2020,USA,DE,1216245,1685105,5660383,1657548,6991915,807056,190219.53,5927.19,102137,34635.05,720823
FIN,LLC,C,2018,USA,DE,1585944,2300634,4425693,6389357,3864327,210558,66395.82,5240.83,938650,39576.93,918157
IND,LLC,A1,2017,USA,DE,229202,1001427,6003011,8962824,3974768,53669,236638.19,106702.07,991243,11011.92,114169
FIN,LLC,C,2017,USA,DE,1001672,1201471,3889346,10668118,8359308,489815,184692.08,23353.49,110068,11069.81,196301
IND,LLC,A1,2018,USA,DE,392317,610498,6257408,3433188,12277959,1000084,104975.75,41624.02,967693,13343.64,896206
FIN,INC,Ba1,2017,USA,DE,1930530,516948,5371805,8566780,7001059,421392,240659.39,16302.77,925936,23121.36,590431
FIN,INC,A1,2020,USA,DE,2044279,1359234,11907458,2290300,6098871,926909,232483.39,67399.32,988248,47361.96,203695
IND,INC,A1,2017,USA,DE,449333,1700013,4509112,9184682,9097529,861036,210443.6,81422.03,104852,11978.01,833726
SOF,INC,A1,2017,USA,DE,102845,1473523,1272149,942719,11599447,798238,165993.05,38461.75,980896,47995.49,817976
IND,INC,Ba1,2018,USA,DE,729294,463146,5696831,15104,8436189,173461,229035.81,6348.85,998678,45202.17,816214
SOF,INC,A1,2018,USA,DE,1728870,366856,7827540,15185,6324804,346986,171352.68,83170.82,983750,26335.78,858054
SOF,INC,A1,2017,USA,DE,404698,3017133,4213555,6591925,9405105,652671,153942.91,24724.19,591403,9861.41,294081
SOF,LLC,A1,2018,USA,DE,96950,1334200,16294081,17523,13852451,754998,194815.69,23291.52,774120,7164.07,948843
IND,INC,C,2017,USA,DE,1094744,1845072,6925926,4983625,9067418,209536,103698.87,122663.59,819477,5088.94,157093
FIN,LLC,C,2018,USA,DE,91309,220407,6716999,2861974,7106995,890279,60415.85,49880.35,997168,42058.72,802819
IND,INC,C,2018,USA,DE,1236487,1504304,3397911,15103,6379642,781101,188731.6,50047.24,869390,17348.85,420289
IND,INC,C,2017,USA,DE,2548015,5965389,9141928,772422,7112028,23111,203880.11,63843.11,797484,8720.69,934284
FIN,INC,C,2018,USA,DE,651951,2373581,616510,136494,3029927,1160287,196831.07,6491.45,316640,30749.74,748339
FIN,INC,Ba1,2017,USA,DE,619019,5557007,8815705,3612879,8657893,1092202,238878.45,18679.53,922842,39407.84,450760
FIN,INC,A1,2019,USA,DE,235455,2690548,9920171,1679994,6058729,602736,74737.67,27736.53,969310,22342.04,827512
SOF,LLC,A1,2018,USA,DE,146574,248913,7652192,15203,13056276,23734,90479.76,26693.12,626545,5632.43,873463
IND,LLC,A1,2017,USA,DE,147032,5451134,5809340,2352316,10725208,546916,135796.34,63060.22,443165,15483.98,893355
SOF,INC,Ba1,2018,USA,DE,216227,635539,3445691,1663426,10625385,437140,5534.58,59801.78,899759,5111.83,871949
FIN,INC,C,2017,USA,DE,962421,1775899,10645941,2478281,10044924,1181205,104699.48,22605.04,665326,32078.24,514013
IND,LLC,A1,2018,USA,DE,569333,719830,10327683,7878110,6514733,502924,164512.27,139029.12,610003,19356.45,497715
SOF,INC,Ba1,2017,USA,DE,411089,2270362,322200,1273833,3000035,104500,135816.24,10657.09,997070,48957.41,369071
FIN,INC,C,2020,USA,DE,418457,2895464,9212372,2874643,229485,894053,184046.11,21739.2,995778,44580.3,852335
IND,INC,Ba1,2018,USA,DE,889987,4249833,429427,87198,5792264,531686,236199.08,6715.28,962914,49251.41,668568
SOF,LLC,A1,2017,USA,DE,136082,2332239,8531755,72916,7045110,530885,76876.97,23734.43,990557,22336.13,850223
IND,INC,A1,2017,USA,DE,1547265,830020,8665243,8315121,13357121,896892,243050.65,36117.66,173646,11726.43,912918
SOF,LLC,Ba1,2020,USA,DE,750130,3763908,2129438,12364171,7323379,68121,28978.37,18602.38,588338,23039.6,939506
SOF,INC,A1,2017,USA,DE,639498,3649654,3956318,9361789,4953559,124443,110244.87,81943.66,794709,5333.51,641377
SOF,INC,A1,2020,USA,DE,110329,216363,3478234,18023,10865501,480758,16856.9,19758.85,998070,22056.91,940160
FIN,LLC,A1,2017,USA,DE,2258925,2786212,6723826,5336534,16302717,1052588,70844.97,17069.96,271975,39940.84,904271
SOF,INC,A1,2020,USA,DE,279637,2114817,10196209,9890874,5429841,541190,143280.26,69490.06,731849,6063.82,824369
SOF,LLC,Ba1,2018,USA,DE,1167186,2496597,2722314,7423799,12306484,37611,185978.35,25923.87,208969,30587.79,143202
SOF,INC,C,2018,USA,DE,2984474,3878636,3809911,4849891,12184878,512010,223367.07,38442.72,666220,7726.98,906984
SOF,INC,C,2017,USA,DE,179363,7762429,9308133,3634992,9002856,181036,121208.52,44643.29,910625,46694.71,842073
IND,INC,C,2017,USA,DE,744451,3678280,7584519,4009816,6450583,54744,155195.55,47584.49,455823,14766.87,243125
SOF,INC,C,2017,USA,DE,1989419,4319295,2102796,401829,4532305,456004,222627.52,5578.15,921458,6432.97,948852
SOF,LLC,A1,2017,USA,DE,2694682,2377720,7826329,5669542,6484957,835533,106434.77,5798.11,996029,5944.75,730996
FIN,LLC,Ba1,2017,USA,DE,2655520,2175055,2339180,3819173,9316314,31496,33904.09,101447.59,884234,12526.85,735826
FIN,INC,C,2017,USA,DE,1760458,4974628,633820,1818589,5819863,159670,224942.67,89491.9,978710,5930.91,946260
SOF,INC,Ba1,2017,USA,DE,1120537,4949423,5148308,3857892,10075437,777260,207483.38,35082.68,854952,28424.35,917624
FIN,INC,Ba1,2017,USA,DE,357442,625629,2896473,10883243,9627837,96690,49633.61,44527.79,363479,5579.64,860007
SOF,INC,C,2017,USA,DE,315202,871067,1678217,156695,6874927,1022133,98388.57,108727.76,955838,6170.04,915381
SOF,INC,A1,2019,USA,DE,113913,842405,6040749,2236024,61448,1081347,64213.82,23285.29,800721,10162.37,479365
SOF,INC,A1,2018,USA,DE,639678,479990,16556417,2322480,6385963,506304,57213.01,56029.27,457523,26121.5,144414
IND,INC,Ba1,2017,USA,DE,752275,7330587,3743802,2226563,8198101,1211467,237858.19,32974.66,997511,6233.52,910788
IND,INC,A1,2018,USA,DE,197081,2202443,7717125,15872780,7776578,437721,224450.67,31024.82,172796,16317.01,633456
IND,LLC,A1,2017,USA,DE,786361,2454886,1544889,652841,3979547,982922,103456.06,54830.52,976318,49863.34,948622
FIN,INC,C,2017,USA,DE,672841,8043053,1205655,2822142,146299,268249,229899.85,56800.22,635742,41363.7,929612
FIN,LLC,C,2017,USA,DE,563556,655609,6715239,10786898,13485887,918136,95020.86,11564.7,627887,20403.77,248917
SOF,INC,A1,2018,USA,DE,803466,376201,5070450,3634939,7664044,569049,235670.07,42854.48,998146,30417.25,290507
IND,LLC,C,2018,USA,DE,1247851,1268648,3308216,3231790,7339656,199103,18076.28,23468.48,195816,26676.19,666444
SOF,INC,Ba1,2017,USA,DE,240306,215091,8141006,2526910,8429216,934245,171012.47,14705.95,371284,37605.59,830495
SOF,LLC,A1,2020,USA,DE,471791,4496920,9161508,414401,8478097,325643,211477.93,131707.88,174769,46761.39,794251
FIN,INC,Ba1,2018,USA,DE,370447,1000031,7362152,2428808,7814560,848781,38018.28,9722.95,983851,15480.88,598681
FIN,INC,Ba1,2018,USA,DE,433461,2930233,1242114,13553572,6319245,185583,239187.68,6354.33,925388,12466.46,424712
IND,LLC,A1,2020,USA,DE,252383,6642619,5395439,3325014,81210,728613,42312.33,48138.77,815254,34426.44,798668
SOF,LLC,A1,2018,USA,DE,141134,3918523,1838240,2003753,8067396,974184,205597.68,14361.2,955582,6170.51,947815
SOF,LLC,C,2018,USA,DE,1294151,3269006,6668558,1465908,5093932,974619,145070.88,29163.23,499340,33353.31,943511
IND,INC,C,2018,USA,DE,544675,332902,15902256,8455391,5797821,580726,174691.89,11986.93,876187,11695.03,937037
FIN,INC,Ba1,2018,USA,DE,1081875,446574,3656472,2755885,4349749,787867,28777.83,12024.6,998403,5425.2,349092
FIN,LLC,Ba1,2017,USA,DE,539852,1741854,5460827,46202,5391677,477058,94410.9,10674.85,956109,49117.32,438395
FIN,INC,A1,2018,USA,DE,592395,470379,4244305,10029066,6212358,590097,120320.72,47981.54,984879,5590.72,765414
IND,INC,C,2017,USA,DE,210043,4538928,5999489,1428331,8319372,1128691,105758.4,13795.46,531923,49544.9,924107
FIN,INC,Ba1,2017,USA,DE,1006726,1575388,15499041,69374,7985264,21310,46682.29,60901.16,869963,8935.74,97260
IND,LLC,Ba1,2018,USA,DE,104104,411040,5645994,5529738,10502314,144360,95005.56,22451.89,971028,41234.56,881574
IND,LLC,A1,2019,USA,DE,1831290,6990017,437171,3240986,11179932,172034,173933.57,18430.89,137549,30636.44,626671
SOF,INC,C,2017,USA,DE,4182659,261766,4673931,8119607,8936314,1149208,228442.58,13728.73,931258,5459.42,884288
SOF,INC,Ba1,2020,USA,DE,917572,1159563,2671071,2759946,7971066,863339,135133.05,9556.52,997162,5262.34,944674
IND,LLC,C,2017,USA,DE,2568641,532486,1882484,8690420,61154,653081,66826.31,94598.55,828519,5340.21,762880
SOF,INC,C,2017,USA,DE,124549,5590834,10219816,6969634,5456271,891358,180126.34,37905.22,924113,20471.66,599081
FIN,INC,Ba1,2018,USA,DE,845271,2441487,4745955,7938905,11346779,641693,240447.19,6054.99,998707,9042.6,185150
IND,INC,Ba1,2018,USA,DE,1388912,408263,6121324,121821,1908196,349732,242649.33,11311.35,502810,5101.68,474904
IND,INC,Ba1,2020,USA,DE,2651512,2780414,10827344,5259449,7670380,232045,50156.01,21497.64,988589,13479.15,797318
FIN,LLC,C,2017,USA,DE,1547414,1531166,3526426,434924,5566569,501451,28205.54,46563.34,122474,8107.85,369946
IND,INC,Ba1,2017,USA,DE,120499,581334,4152476,2820045,9032917,1118548,172375.29,20987.99,238319,33381.76,888644
FIN,LLC,Ba1,2017,USA,DE,132792,826858,11204531,4155156,7500952,559841,231845.84,4030.48,985165,5292.5,652560
FIN,INC,Ba1,2017,USA,DE,718765,3019041,2275286,187713,7637411,382017,245547.31,53283.35,960576,37448.75,876214
SOF,INC,C,2017,USA,DE,3104371,427611,6804410,10394733,8449390,79190,179061.39,13451.01,154600,46277.95,879320
IND,INC,Ba1,2019,USA,DE,909029,6126524,9895597,4163428,11052941,368068,122587.78,94220.51,959169,14799.07,349286
